group,id,block,trial,choice,reward
P,8,1,45,1,1
P,8,1,46,1,1
P,8,1,47,1,0
P,8,1,48,1,1
P,8,1,49,1,0
P,8,1,50,1,1
P,8,1,51,2,1
P,8,1,52,2,0
P,8,1,53,1,1
P,8,1,54,1,0
P,8,1,55,1,0
P,8,1,56,2,0
P,8,1,57,2,0
P,8,1,58,1,1
P,8,1,59,2,0
P,8,1,60,1,1
P,8,1,61,2,0
P,8,1,62,1,1
P,8,1,63,2,0
P,8,1,64,1,1
P,8,1,65,1,1
P,8,1,66,1,1
P,8,1,67,1,1
P,8,1,68,1,1
P,8,1,69,1,1
P,8,1,70,1,1
P,8,1,71,2,0
P,8,1,72,1,1
P,8,1,73,2,0
P,8,1,74,1,1
P,8,1,75,1,1
P,8,1,76,1,1
P,8,1,77,1,0
P,8,1,78,1,0
P,8,1,79,1,1
P,8,1,80,1,1
P,8,2,81,1,0
P,8,2,82,2,1
P,8,2,83,1,0
P,8,2,84,2,1
P,8,2,85,2,1
P,8,2,86,2,0
P,8,2,87,1,0
P,8,2,88,2,1
P,8,2,89,2,0
P,8,2,90,1,0
P,8,2,91,2,1
P,8,2,92,2,1
P,8,2,93,2,1
P,8,2,94,1,0
P,8,2,95,1,0
P,8,2,96,2,1
P,8,2,97,2,1
P,8,2,98,1,0
P,8,2,99,2,1
P,8,2,100,2,1
P,8,2,101,1,1
P,8,2,102,1,0
P,8,2,103,2,1
P,8,2,104,1,0
P,8,2,105,2,1
P,8,2,106,1,1
P,8,2,107,2,1
P,8,2,108,1,0
P,8,2,109,2,1
P,8,2,110,2,1
P,8,2,111,1,0
P,8,2,112,2,1
P,8,2,113,2,1
P,8,2,114,2,1
P,8,2,115,2,0
P,8,2,116,2,1
P,8,2,117,2,1
P,8,2,118,2,1
P,8,2,119,2,1
P,8,2,120,2,1
P,8,2,121,2,1
P,8,2,122,2,1
P,8,2,123,2,0
P,8,2,124,2,1
P,8,2,125,2,1
P,8,2,126,2,0
P,8,2,127,2,1
P,8,2,128,2,1
P,8,2,129,2,1
P,8,2,130,1,0
P,8,2,131,1,0
P,8,2,132,2,1
P,8,2,133,2,1
P,8,2,134,1,1
P,8,2,135,1,0
P,8,2,136,2,1
P,8,2,137,1,1
P,8,2,138,1,0
P,8,2,139,2,0
P,8,2,140,2,1
P,8,2,141,2,1
P,8,2,142,2,1
P,8,2,143,1,1
P,8,2,144,2,0
P,8,2,145,2,1
P,8,2,146,2,1
P,8,2,147,2,1
P,8,2,148,2,1
P,8,2,149,2,1
P,8,2,150,1,1
P,8,2,151,2,1
P,8,2,152,1,0
P,8,2,153,2,1
P,8,2,154,2,0
P,8,2,155,1,0
P,8,2,156,2,1
P,8,2,157,2,0
P,8,2,158,1,0
P,8,2,159,2,1
P,8,2,160,2,1
P,9,1,1,1,1
P,9,1,2,1,1
P,9,1,3,1,0
P,9,1,4,1,1
P,9,1,5,2,0
P,9,1,6,1,1
P,9,1,7,1,1
P,9,1,8,1,1
P,9,1,9,1,1
P,9,1,10,2,1
P,9,1,11,1,0
P,9,1,12,2,1
P,9,1,13,1,1
P,9,1,14,1,1
P,9,1,15,1,1
P,9,1,16,2,1
P,9,1,17,1,1
P,9,1,18,1,1
P,9,1,19,1,1
P,9,1,20,1,1
P,9,1,21,2,0
P,9,1,22,2,0
P,9,1,23,1,0
P,9,1,24,2,0
P,9,1,25,1,1
P,9,1,26,1,1
P,9,1,27,1,1
P,9,1,28,1,0
P,9,1,29,1,1
P,9,1,30,2,0
P,9,1,31,1,1
P,9,1,32,1,0
P,9,1,33,1,1
P,9,1,34,2,0
P,9,1,35,1,0
P,9,1,36,1,1
P,9,1,37,2,0
P,9,1,38,2,0
P,9,1,39,1,1
P,9,1,40,1,0
P,9,1,41,1,0
P,9,1,42,1,1
P,9,1,43,1,1
P,9,1,44,1,1
P,9,1,45,2,1
P,9,1,46,1,1
P,9,1,47,1,1
P,9,1,48,2,0
P,9,1,49,1,1
P,9,1,50,1,1
P,9,1,51,1,1
P,9,1,52,2,0
P,9,1,53,1,1
P,9,1,54,1,1
P,9,1,55,1,1
P,9,1,56,1,1
P,9,1,57,1,1
P,9,1,58,1,1
P,9,1,59,1,0
P,9,1,60,1,1
P,9,1,61,1,1
P,9,1,62,1,1
P,9,1,63,1,1
P,9,1,64,1,1
P,9,1,65,1,1
P,9,1,66,1,1
P,9,1,67,1,1
P,9,1,68,1,0
P,9,1,69,2,0
P,9,1,70,1,1
P,9,1,71,1,1
P,9,1,72,1,1
P,9,1,73,1,1
P,9,1,74,2,0
P,9,1,75,1,1
P,9,1,76,1,1
P,9,1,77,1,1
P,9,1,78,1,1
P,9,1,79,1,0
P,9,1,80,1,0
P,9,2,81,1,0
P,9,2,82,2,1
P,9,2,83,1,1
P,9,2,84,1,0
P,9,2,85,2,1
P,9,2,86,1,0
P,9,2,87,2,1
P,9,2,88,1,0
P,9,2,89,2,1
P,9,2,90,2,1
P,9,2,91,2,1
P,9,2,92,2,1
P,9,2,93,2,1
P,9,2,94,2,1
P,9,2,95,2,1
P,9,2,96,2,1
P,9,2,97,2,1
P,9,2,98,2,0
P,9,2,99,2,1
P,9,2,100,2,1
P,9,2,101,2,1
P,9,2,102,2,1
P,9,2,103,2,1
P,9,2,104,2,0
P,9,2,105,1,0
P,9,2,106,2,1
P,9,2,107,2,0
P,9,2,108,2,1
P,9,2,109,1,0
P,9,2,110,2,0
P,9,2,111,2,1
P,9,2,112,2,1
P,9,2,113,2,1
P,9,2,114,2,1
P,9,2,115,1,0
P,9,2,116,1,0
P,9,2,117,2,1
P,9,2,118,2,1
P,9,2,119,1,0
P,9,2,120,1,0
P,9,2,121,2,0
P,9,2,122,2,0
P,9,2,123,1,1
P,9,2,124,2,1
P,9,2,125,1,0
P,9,2,126,2,0
P,9,2,127,1,0
P,9,2,128,2,1
P,9,2,129,2,1
P,9,2,130,2,1
P,9,2,131,2,1
P,9,2,132,2,1
P,9,2,133,2,1
P,9,2,134,1,1
P,9,2,135,2,1
P,9,2,136,1,0
P,9,2,137,1,0
P,9,2,138,2,1
P,9,2,139,2,1
P,9,2,140,2,0
P,9,2,141,2,1
P,9,2,142,2,1
P,9,2,143,2,1
P,9,2,144,2,1
P,9,2,145,2,1
P,9,2,146,2,1
P,9,2,147,2,1
P,9,2,148,2,1
P,9,2,149,2,1
P,9,2,150,1,0
P,9,2,151,2,1
P,9,2,152,2,1
P,9,2,153,1,0
P,9,2,154,2,0
P,9,2,155,1,0
P,9,2,156,2,1
P,9,2,157,2,1
P,9,2,158,2,1
P,9,2,159,2,1
P,9,2,160,2,0
P,10,1,1,1,1
P,10,1,2,1,1
P,10,1,3,1,1
P,10,1,4,2,1
P,10,1,5,2,0
P,10,1,6,1,1
P,10,1,7,2,0
P,10,1,8,2,0
P,10,1,9,1,1
P,10,1,10,2,0
P,10,1,11,1,1
P,10,1,12,1,0
P,10,1,13,2,0
P,10,1,14,2,0
P,10,1,15,1,1
P,10,1,16,1,1
P,10,1,17,2,0
P,10,1,18,1,1
P,10,1,19,1,1
P,10,1,20,1,1
P,10,1,21,2,0
P,10,1,22,1,0
P,10,1,23,1,1
P,10,1,24,1,1
P,10,1,25,1,1
P,10,1,26,1,1
P,10,1,27,1,1
P,10,1,28,1,1
P,10,1,29,1,1
P,10,1,30,1,1
P,10,1,31,1,1
P,10,1,32,1,1
P,10,1,33,1,1
P,10,1,34,1,0
P,10,1,35,1,1
P,10,1,36,1,1
P,10,1,37,1,0
P,10,1,38,1,1
P,10,1,39,1,1
P,10,1,40,1,0
P,10,1,41,1,0
P,10,1,42,1,1
P,10,1,43,1,1
P,10,1,44,1,1
P,10,1,45,1,1
P,10,1,46,2,0
P,10,1,47,1,0
P,10,1,48,2,1
P,10,1,49,1,1
P,10,1,50,1,0
P,10,1,51,1,1
P,10,1,52,1,1
P,10,1,53,1,1
P,10,1,54,1,0
P,10,1,55,1,0
P,10,1,56,2,0
P,10,1,57,1,1
P,10,1,58,1,1
P,10,1,59,1,1
P,10,1,60,1,1
P,10,1,61,1,1
P,10,1,62,2,0
P,10,1,63,2,0
P,10,1,64,1,1
P,10,1,65,1,1
P,10,1,66,1,1
P,10,1,67,1,1
P,10,1,68,1,1
P,10,1,69,2,1
P,10,1,70,2,0
P,10,1,71,1,0
P,10,1,72,1,0
P,10,1,73,2,0
P,10,1,74,1,1
P,10,1,75,1,1
P,10,1,76,1,1
P,10,1,77,1,1
P,10,1,78,1,0
P,10,1,79,1,1
P,10,1,80,2,0
P,10,2,81,1,1
P,10,2,82,1,1
P,10,2,83,1,0
P,10,2,84,1,0
P,10,2,85,2,1
P,10,2,86,2,0
P,10,2,87,1,1
P,10,2,88,1,0
P,10,2,89,1,1
P,10,2,90,2,0
P,10,2,91,1,0
P,10,2,92,2,0
P,10,2,93,2,1
P,10,2,94,1,0
P,10,2,95,1,0
P,10,2,96,2,0
P,10,2,97,2,1
P,10,2,98,2,1
P,10,2,99,2,1
P,10,2,100,2,1
P,10,2,101,2,1
P,10,2,102,2,1
P,10,2,103,1,0
P,10,2,104,2,0
P,10,2,105,2,0
P,10,2,106,2,1
P,10,2,107,2,1
P,10,2,108,1,0
P,10,2,109,2,1
P,10,2,110,2,0
P,10,2,111,2,1
P,10,2,112,2,1
P,10,2,113,2,1
P,10,2,114,2,0
P,10,2,115,2,1
P,10,2,116,2,1
P,10,2,117,2,1
P,10,2,118,2,1
P,10,2,119,1,1
P,10,2,120,2,1
P,10,2,121,1,0
P,10,2,122,2,0
P,10,2,123,1,1
P,10,2,124,2,1
P,10,2,125,1,0
P,10,2,126,1,0
P,10,2,127,2,1
P,10,2,128,2,1
P,10,2,129,2,1
P,10,2,130,2,1
P,10,2,131,2,0
P,10,2,132,2,1
P,10,2,133,2,0
P,10,2,134,2,1
P,10,2,135,2,0
P,10,2,136,1,0
P,10,2,137,2,1
P,10,2,138,2,1
P,10,2,139,2,1
P,10,2,140,2,0
P,10,2,141,2,1
P,10,2,142,2,1
P,10,2,143,1,0
P,10,2,144,2,1
P,10,2,145,2,1
P,10,2,146,2,1
P,10,2,147,2,1
P,10,2,148,2,0
P,10,2,149,2,1
P,10,2,150,2,0
P,10,2,151,1,1
P,10,2,152,2,1
P,10,2,153,2,1
P,10,2,154,2,1
P,10,2,155,2,0
P,10,2,156,1,0
P,10,2,157,2,1
P,10,2,158,2,1
P,10,2,159,2,1
P,10,2,160,2,1
P,11,1,1,1,1
P,11,1,2,2,1
P,11,1,3,2,0
P,11,1,4,1,1
P,11,1,5,1,1
P,11,1,6,1,1
P,11,1,7,2,0
P,11,1,8,2,0
P,11,1,9,1,1
P,11,1,10,2,0
P,11,1,11,2,1
P,11,1,12,1,1
P,11,1,13,1,1
P,11,1,14,1,1
P,11,1,15,2,0
P,11,1,16,1,0
P,11,1,17,1,1
P,11,1,18,2,0
P,11,1,19,1,1
P,11,1,20,1,1
P,11,1,21,1,1
P,11,1,22,1,1
P,11,1,23,2,0
P,11,1,24,1,0
P,11,1,25,1,1
P,11,1,26,1,1
P,11,1,27,1,0
P,11,1,28,1,1
P,11,1,29,1,1
P,11,1,30,1,1
P,11,1,31,2,0
P,11,1,32,1,1
P,11,1,33,1,1
P,11,1,34,1,1
P,11,1,35,2,0
P,11,1,36,1,1
P,11,1,37,1,1
P,11,1,38,1,1
P,11,1,39,1,1
P,11,1,40,1,1
P,11,1,41,2,0
P,11,1,42,1,1
P,11,1,43,1,1
P,11,1,44,1,1
P,11,1,45,1,1
P,11,1,46,1,1
P,11,1,47,1,1
P,11,1,48,1,1
P,11,1,49,1,0
P,11,1,50,1,1
P,11,1,51,1,1
P,11,1,52,1,1
P,11,1,53,1,1
P,11,1,54,1,1
P,11,1,55,1,1
P,11,1,56,1,1
P,11,1,57,1,1
P,11,1,58,1,1
P,11,1,59,1,1
P,11,1,60,1,1
P,11,1,61,1,1
P,11,1,62,1,0
P,11,1,63,1,0
P,11,1,64,1,1
P,11,1,65,2,0
P,11,1,66,2,0
P,11,1,67,1,1
P,11,1,68,1,1
P,11,1,69,2,0
P,11,1,70,1,1
P,11,1,71,2,0
P,11,1,72,1,1
P,11,1,73,1,1
P,11,1,74,1,1
P,11,1,75,1,1
P,11,1,76,1,1
P,11,1,77,1,1
P,11,1,78,2,0
P,11,1,79,1,1
P,11,1,80,2,1
P,11,2,81,2,0
P,11,2,82,1,0
P,11,2,83,1,1
P,11,2,84,1,0
P,11,2,85,1,0
P,11,2,86,1,0
P,11,2,87,2,0
P,11,2,88,2,1
P,11,2,89,1,0
P,11,2,90,2,0
P,11,2,91,2,1
P,11,2,92,1,0
P,11,2,93,2,0
P,11,2,94,2,0
P,11,2,95,1,0
P,11,2,96,1,0
P,11,2,97,2,1
P,11,2,98,2,0
P,11,2,99,2,1
P,11,2,100,2,1
P,11,2,101,1,0
P,11,2,102,2,0
P,11,2,103,2,1
P,11,2,104,2,1
P,11,2,105,2,1
P,11,2,106,2,0
P,11,2,107,1,0
P,11,2,108,2,1
P,11,2,109,2,1
P,11,2,110,2,1
P,11,2,111,2,1
P,11,2,112,2,1
P,11,2,113,2,1
P,11,2,114,2,0
P,11,2,115,1,0
P,11,2,116,2,1
P,11,2,117,2,0
P,11,2,118,2,1
P,11,2,119,1,0
P,11,2,120,1,0
P,11,2,121,2,1
P,11,2,122,1,0
P,11,2,123,2,0
P,11,2,124,2,1
P,11,2,125,2,1
P,11,2,126,2,1
P,11,2,127,1,0
P,11,2,128,2,1
P,11,2,129,2,1
P,11,2,130,2,1
P,11,2,131,2,1
P,11,2,132,2,1
P,11,2,133,2,0
P,11,2,134,2,1
P,11,2,135,2,1
P,11,2,136,2,1
P,11,2,137,2,1
P,11,2,138,2,1
P,11,2,139,2,1
P,11,2,140,2,1
P,11,2,141,2,1
P,11,2,142,2,1
P,11,2,143,2,1
P,11,2,144,1,0
P,11,2,145,2,0
P,11,2,146,1,0
P,11,2,147,2,1
P,11,2,148,2,1
P,11,2,149,2,0
P,11,2,150,2,1
P,11,2,151,2,1
P,11,2,152,2,1
P,11,2,153,2,0
P,11,2,154,2,1
P,11,2,155,2,1
P,11,2,156,1,0
P,11,2,157,2,1
P,11,2,158,2,0
P,11,2,159,2,1
P,11,2,160,2,1
P,12,1,1,2,1
P,12,1,2,1,1
P,12,1,3,1,1
P,12,1,4,1,1
P,12,1,5,1,1
P,12,1,6,2,1
P,12,1,7,2,0
P,12,1,8,2,0
P,12,1,9,1,1
P,12,1,10,1,1
P,12,1,11,1,1
P,12,1,12,1,1
P,12,1,13,1,1
P,12,1,14,1,1
P,12,1,15,2,0
P,12,1,16,2,0
P,12,1,17,1,1
P,12,1,18,1,1
P,12,1,19,1,1
P,12,1,20,2,0
P,12,1,21,1,1
P,12,1,22,1,0
P,12,1,23,1,1
P,12,1,24,1,1
P,12,1,25,1,0
P,12,1,26,2,0
P,12,1,27,1,0
P,12,1,28,1,1
P,12,1,29,2,0
P,12,1,30,1,1
P,12,1,31,1,1
P,12,1,32,2,0
P,12,1,33,1,1
P,12,1,34,1,1
P,12,1,35,1,1
P,12,1,36,1,1
P,12,1,37,1,1
P,12,1,38,1,1
P,12,1,39,2,0
P,12,1,40,1,1
P,12,1,41,1,1
P,12,1,42,1,0
P,12,1,43,1,1
P,12,1,44,1,1
P,12,1,45,1,0
P,12,1,46,1,1
P,12,1,47,1,1
P,12,1,48,1,1
P,12,1,49,2,0
P,12,1,50,1,1
P,12,1,51,2,0
P,12,1,52,1,1
P,12,1,53,1,1
P,12,1,54,1,1
P,12,1,55,1,0
P,12,1,56,1,1
P,12,1,57,1,1
P,12,1,58,1,1
P,12,1,59,2,0
P,12,1,60,1,1
P,12,1,61,1,1
P,12,1,62,1,1
P,12,1,63,1,1
P,12,1,64,1,1
P,12,1,65,1,1
P,12,1,66,1,1
P,12,1,67,1,1
P,12,1,68,1,1
P,12,1,69,1,1
P,12,1,70,1,1
P,12,1,71,1,0
P,12,1,72,1,1
P,12,1,73,2,0
P,12,1,74,1,1
P,12,1,75,1,1
P,12,1,76,2,0
P,12,1,77,2,0
P,12,1,78,1,1
P,12,1,79,1,0
P,12,1,80,1,0
P,12,2,81,1,0
P,12,2,82,1,0
P,12,2,83,1,0
P,12,2,84,1,1
P,12,2,85,1,0
P,12,2,86,1,0
P,12,2,87,1,0
P,12,2,88,1,1
P,12,2,89,1,1
P,12,2,90,2,0
P,12,2,91,2,1
P,12,2,92,1,0
P,12,2,93,2,1
P,12,2,94,2,0
P,12,2,95,1,0
P,12,2,96,1,0
P,12,2,97,1,0
P,12,2,98,1,1
P,12,2,99,1,0
P,12,2,100,1,0
P,12,2,101,2,1
P,12,2,102,2,1
P,12,2,103,2,1
P,12,2,104,2,1
P,12,2,105,2,1
P,12,2,106,2,1
P,12,2,107,2,1
P,12,2,108,2,1
P,12,2,109,2,1
P,12,2,110,2,1
P,12,2,111,2,0
P,12,2,112,2,1
P,12,2,113,2,0
P,12,2,114,2,1
P,12,2,115,2,1
P,12,2,116,2,1
P,12,2,117,2,1
P,12,2,118,2,0
P,12,2,119,2,1
P,12,2,120,2,1
P,12,2,121,2,1
P,12,2,122,2,0
P,12,2,123,2,1
P,12,2,124,2,1
P,12,2,125,1,0
P,12,2,126,2,1
P,12,2,127,2,1
P,12,2,128,1,0
P,12,2,129,2,1
P,12,2,130,2,1
P,12,2,131,2,0
P,12,2,132,2,0
P,12,2,133,2,1
P,12,2,134,2,1
P,12,2,135,2,1
P,12,2,136,2,0
P,12,2,137,2,0
P,12,2,138,2,0
P,12,2,139,1,0
P,12,2,140,1,1
P,12,2,141,2,1
P,12,2,142,2,1
P,12,2,143,1,0
P,12,2,144,2,1
P,12,2,145,2,1
P,12,2,146,1,1
P,12,2,147,1,0
P,12,2,148,2,1
P,12,2,149,1,0
P,12,2,150,1,0
P,12,2,151,2,1
P,12,2,152,2,1
P,12,2,153,2,1
P,12,2,154,1,0
P,12,2,155,2,1
P,12,2,156,2,1
P,12,2,157,2,1
P,12,2,158,2,1
P,12,2,159,1,0
P,12,2,160,2,1
P,13,1,1,2,0
P,13,1,2,2,0
P,13,1,3,2,0
P,13,1,4,2,0
P,13,1,5,2,0
P,13,1,6,1,1
P,13,1,7,2,1
P,13,1,8,1,1
P,13,1,9,2,0
P,13,1,10,1,1
P,13,1,11,1,1
P,13,1,12,1,1
P,13,1,13,1,1
P,13,1,14,1,1
P,13,1,15,1,1
P,13,1,16,1,0
P,13,1,17,1,0
P,13,1,18,1,0
P,13,1,19,1,1
P,13,1,20,1,1
P,13,1,21,1,1
P,13,1,22,1,1
P,13,1,23,2,0
P,13,1,24,1,0
P,13,1,25,1,1
P,13,1,26,1,1
P,13,1,27,1,1
P,13,1,28,2,0
P,13,1,29,1,1
P,13,1,30,1,1
P,13,1,31,1,1
P,13,1,32,1,1
P,13,1,33,1,0
P,13,1,34,1,1
P,13,1,35,2,0
P,13,1,36,1,1
P,13,1,37,1,0
P,13,1,38,1,1
P,13,1,39,1,1
P,13,1,40,1,1
P,13,1,41,1,1
P,13,1,42,1,0
P,13,1,43,1,1
P,13,1,44,1,1
P,13,1,45,1,0
P,13,1,46,2,0
P,13,1,47,1,1
P,13,1,48,1,1
P,13,1,49,2,0
P,13,1,50,1,0
P,13,1,51,1,1
P,13,1,52,1,1
P,13,1,53,2,0
P,13,1,54,1,1
P,13,1,55,2,0
P,13,1,56,2,0
P,13,1,57,1,1
P,13,1,58,1,1
P,13,1,59,1,1
P,13,1,60,1,1
P,13,1,61,1,0
P,13,1,62,1,1
P,13,1,63,2,0
P,13,1,64,1,0
P,13,1,65,1,1
P,13,1,66,1,1
P,13,1,67,1,1
P,13,1,68,1,1
P,13,1,69,1,1
P,13,1,70,1,1
P,13,1,71,2,1
P,13,1,72,1,1
P,13,1,73,1,1
P,13,1,74,2,0
P,13,1,75,1,1
P,13,1,76,2,1
P,13,1,77,1,1
P,13,1,78,1,1
P,13,1,79,1,0
P,13,1,80,1,1
P,13,2,81,2,1
P,13,2,82,2,1
P,13,2,83,2,1
P,13,2,84,2,1
P,13,2,85,2,1
P,13,2,86,2,1
P,13,2,87,2,1
P,13,2,88,1,1
P,13,2,89,1,1
P,13,2,90,1,1
P,13,2,91,2,1
P,13,2,92,2,1
P,13,2,93,1,0
P,13,2,94,2,1
P,13,2,95,2,1
P,13,2,96,2,0
P,13,2,97,1,0
P,13,2,98,1,0
P,13,2,99,2,1
P,13,2,100,2,0
P,13,2,101,1,0
P,13,2,102,2,1
P,13,2,103,2,1
P,13,2,104,2,1
P,13,2,105,1,0
P,13,2,106,2,0
P,13,2,107,1,0
P,13,2,108,2,1
P,13,2,109,1,0
P,13,2,110,2,1
P,13,2,111,2,0
P,13,2,112,2,1
P,13,2,113,2,1
P,13,2,114,2,1
P,13,2,115,1,0
P,13,2,116,2,1
P,13,2,117,2,1
P,13,2,118,2,1
P,13,2,119,2,1
P,13,2,120,2,0
P,13,2,121,2,1
P,13,2,122,2,1
P,13,2,123,1,0
P,13,2,124,2,1
P,13,2,125,2,0
P,13,2,126,1,1
P,13,2,127,1,1
P,13,2,128,2,1
P,13,2,129,2,1
P,13,2,130,2,1
P,13,2,131,2,1
P,13,2,132,2,1
P,13,2,133,2,1
P,13,2,134,2,1
P,13,2,135,2,1
P,13,2,136,2,1
P,13,2,137,2,1
P,13,2,138,2,1
P,13,2,139,2,1
P,13,2,140,2,0
P,13,2,141,2,1
P,13,2,142,1,0
P,13,2,143,1,1
P,13,2,144,2,1
P,13,2,145,2,1
P,13,2,146,2,1
P,13,2,147,2,1
P,13,2,148,2,1
P,13,2,149,2,1
P,13,2,150,1,0
P,13,2,151,2,1
P,13,2,152,2,1
P,13,2,153,2,1
P,13,2,154,2,1
P,13,2,155,1,0
P,13,2,156,2,1
P,13,2,157,2,0
P,13,2,158,2,1
P,13,2,159,2,1
P,13,2,160,2,1
P,14,1,1,1,1
P,14,1,2,1,1
P,14,1,3,1,1
P,14,1,4,1,1
P,14,1,5,1,1
P,14,1,6,1,1
P,14,1,7,1,1
P,14,1,8,1,1
P,14,1,9,1,1
P,14,1,10,2,0
P,14,1,11,2,0
P,14,1,12,1,0
P,14,1,13,2,0
P,14,1,14,2,0
P,14,1,15,2,1
P,14,1,16,1,1
P,14,1,17,2,0
P,14,1,18,1,1
P,14,1,19,1,1
P,14,1,20,1,1
P,14,1,21,1,1
P,14,1,22,1,1
P,14,1,23,1,1
P,14,1,24,1,1
P,14,1,25,1,1
P,14,1,26,1,1
P,14,1,27,2,1
P,14,1,28,1,1
P,14,1,29,1,1
P,14,1,30,1,1
P,14,1,31,2,0
P,14,1,32,1,1
P,14,1,33,1,1
P,14,1,34,1,0
P,14,1,35,1,1
P,14,1,36,1,1
P,14,1,37,1,1
P,14,1,38,1,1
P,14,1,39,1,1
P,14,1,40,1,1
P,14,1,41,1,1
P,14,1,42,2,0
P,14,1,43,2,0
P,14,1,44,1,1
P,14,1,45,1,1
P,14,1,46,2,1
P,14,1,47,1,1
P,14,1,48,2,1
P,14,1,49,1,1
P,14,1,50,1,1
P,14,1,51,1,0
P,14,1,52,1,1
P,14,1,53,2,1
P,14,1,54,1,1
P,14,1,55,2,0
P,14,1,56,1,1
P,14,1,57,1,1
P,14,1,58,2,1
P,14,1,59,2,1
P,14,1,60,2,0
P,14,1,61,1,1
P,14,1,62,2,0
P,14,1,63,1,1
P,14,1,64,1,1
P,14,1,65,1,1
P,14,1,66,1,1
P,14,1,67,2,0
P,14,1,68,1,1
P,14,1,69,1,1
P,14,1,70,1,1
P,14,1,71,1,1
P,14,1,72,1,1
P,14,1,73,1,0
P,14,1,74,1,1
P,14,1,75,1,1
P,14,1,76,2,0
P,14,1,77,1,1
P,14,1,78,2,0
P,14,1,79,1,1
P,14,1,80,1,1
P,14,2,81,1,0
P,14,2,82,2,1
P,14,2,83,1,0
P,14,2,84,1,0
P,14,2,85,1,0
P,14,2,86,1,0
P,14,2,87,2,1
P,14,2,88,2,1
P,14,2,89,1,0
P,14,2,90,2,0
P,14,2,91,2,0
P,14,2,92,2,1
P,14,2,93,2,1
P,14,2,94,2,1
P,14,2,95,2,1
P,14,2,96,2,1
P,14,2,97,2,1
P,14,2,98,2,1
P,14,2,99,2,1
P,14,2,100,2,1
P,14,2,101,2,1
P,14,2,102,2,0
P,14,2,103,1,0
P,14,2,104,2,1
P,14,2,105,2,1
P,14,2,106,1,0
P,14,2,107,2,0
P,14,2,108,1,0
P,14,2,109,2,1
P,14,2,110,1,0
P,14,2,111,1,0
P,14,2,112,2,1
P,14,2,113,2,0
P,14,2,114,2,1
P,14,2,115,2,0
P,14,2,116,2,1
P,14,2,117,2,1
P,14,2,118,2,1
P,14,2,119,2,1
P,14,2,120,2,1
P,14,2,121,2,1
P,14,2,122,2,1
P,14,2,123,2,1
P,14,2,124,2,1
P,14,2,125,2,1
P,14,2,126,2,1
P,14,2,127,2,1
P,14,2,128,2,0
P,14,2,129,2,1
P,14,2,130,1,0
P,14,2,131,2,1
P,14,2,132,2,1
P,14,2,133,2,0
P,14,2,134,2,1
P,14,2,135,2,1
P,14,2,136,2,0
P,14,2,137,2,1
P,14,2,138,2,0
P,14,2,139,2,1
P,14,2,140,2,1
P,14,2,141,2,1
P,14,2,142,2,0
P,14,2,143,2,1
P,14,2,144,2,0
P,14,2,145,2,1
P,14,2,146,2,1
P,14,2,147,2,1
P,14,2,148,2,1
P,14,2,149,1,0
P,14,2,150,2,0
P,14,2,151,2,1
P,14,2,152,2,1
P,14,2,153,2,0
P,14,2,154,2,0
P,14,2,155,2,1
P,14,2,156,2,1
P,14,2,157,2,1
P,14,2,158,2,1
P,14,2,159,2,1
P,14,2,160,2,1
P,15,1,1,1,1
P,15,1,2,1,1
P,15,1,3,2,0
P,15,1,4,1,0
P,15,1,5,1,1
P,15,1,6,2,0
P,15,1,7,2,0
P,15,1,8,1,0
P,15,1,9,1,1
P,15,1,10,2,0
P,15,1,11,1,0
P,15,1,12,1,1
P,15,1,13,1,1
P,15,1,14,1,1
P,15,1,15,1,1
P,15,1,16,1,0
P,15,1,17,1,0
P,15,1,18,1,1
P,15,1,19,2,0
P,15,1,20,1,1
P,15,1,21,2,1
P,15,1,22,1,1
P,15,1,23,1,1
P,15,1,24,1,1
P,15,1,25,2,0
P,15,1,26,1,1
P,15,1,27,1,1
P,15,1,28,2,0
P,15,1,29,2,1
P,15,1,30,1,1
P,15,1,31,1,1
P,15,1,32,1,1
P,15,1,33,1,1
P,15,1,34,1,1
P,15,1,35,1,1
P,15,1,36,1,1
P,15,1,37,1,1
P,15,1,38,1,1
P,15,1,39,1,0
P,15,1,40,1,1
P,15,1,41,1,1
P,15,1,42,1,1
P,15,1,43,2,1
P,15,1,44,2,0
P,15,1,45,1,1
P,15,1,46,1,1
P,15,1,47,1,1
P,15,1,48,1,1
P,15,1,49,1,1
P,15,1,50,1,1
P,15,1,51,2,1
P,15,1,52,1,0
P,15,1,53,2,0
P,15,1,54,1,1
P,15,1,55,2,0
P,15,1,56,1,1
P,15,1,57,2,0
P,15,1,58,2,0
P,15,1,59,1,1
P,15,1,60,1,0
P,15,1,61,2,0
P,15,1,62,1,0
P,15,1,63,2,0
P,15,1,64,2,0
P,15,1,65,1,0
P,15,1,66,1,1
P,15,1,67,1,1
P,15,1,68,1,1
P,15,1,69,1,1
P,15,1,70,1,1
P,15,1,71,1,1
P,15,1,72,1,1
P,15,1,73,1,1
P,15,1,74,1,1
P,15,1,75,1,1
P,15,1,76,1,1
P,15,1,77,1,1
P,15,1,78,1,1
P,15,1,79,1,1
P,15,1,80,1,0
P,15,2,81,1,0
P,15,2,82,1,0
P,15,2,83,1,1
P,15,2,84,1,1
P,15,2,85,2,1
P,15,2,86,1,0
P,15,2,87,1,0
P,15,2,88,2,1
P,15,2,89,2,1
